MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,log-median-income,nearest_to_LA,nearest_to_SF,nearest_to_SD,nearest_to_SAC,nearest_to_city,Bedroom_Ratio
4.0505,29.0,5.543835616438356,1.0328767123287672,2353.0,3.223287671232877,32.67,-117.06,1.6194872482871019,188.95905947877563,747.5102365848298,10.73920807084528,769.6390501889822,10.73920807084528,0.1863108475413887
3.6466,21.0,5.769230769230769,1.0262237762237763,1896.0,3.3146853146853146,34.09,-117.41,1.5361357693590503,76.90478716291456,609.1684579120196,154.5517905913663,618.9460950558381,76.90478716291456,0.1778787878787879
4.8403,28.0,5.328918322295806,0.9161147902869757,1106.0,2.4415011037527594,37.55,-121.99,1.7647821653837632,515.0893145017726,45.321627548425695,693.8807453132372,122.63912099029481,45.321627548425695,0.17191383595691798
3.4219,35.0,4.597765363128492,0.9720670391061452,2151.0,4.005586592178771,33.92,-118.04,1.486569467977831,23.849920651952278,582.55301105892,156.84764234860768,603.7272799015547,23.849920651952278,0.21142162818955043
4.1797,43.0,6.344569288389513,1.0599250936329587,674.0,2.5243445692883895,34.15,-118.03,1.644747139536335,22.48162254168864,564.2440804462314,178.70779604822204,582.161251393205,22.48162254168864,0.16706021251475797
3.3955,19.0,3.524737631184408,1.103448275862069,2636.0,1.9760119940029985,34.02,-118.41,1.4805812903090962,15.73654605403631,551.9217310121428,185.69828673306841,577.5527120208445,15.73654605403631,0.3130582730752871
6.3617,20.0,6.82962962962963,1.1481481481481481,361.0,2.674074074074074,37.1,-121.96,1.996290884330283,477.21698075301936,85.30497904418921,654.9021276869565,169.74316760680884,85.30497904418921,0.16811279826464207
2.2827,48.0,5.049586776859504,1.0909090909090908,947.0,2.608815426997245,35.36,-119.02,1.1886662545085478,161.80958336766105,405.24866039901525,340.2660187874602,420.24988406145457,161.80958336766105,0.21603927986906707
2.2969,16.0,5.0,0.983739837398374,380.0,1.5447154471544715,33.64,-117.72,1.192982633026033,66.63255894557136,625.4648901657583,115.18971889284127,645.5173689076736,66.63255894557136,0.1967479674796748
4.2321,30.0,5.1514423076923075,1.0264423076923077,1107.0,2.6610576923076925,34.1,-118.05,1.6548127271220907,18.61510871055163,567.0637059107637,174.64432345497727,585.9814324625607,18.61510871055163,0.19925338310779284
4.5129,16.0,6.174757281553398,1.046116504854369,1199.0,2.9101941747572817,38.95,-121.19,1.7070908004987204,604.844721756687,169.00152593760473,782.3807809630666,48.72955099704729,48.72955099704729,0.1694182389937107
10.0968,20.0,7.790697674418604,1.069767441860465,345.0,2.6744186046511627,37.01,-122.02,2.4066567784669433,474.19639715538307,92.08124743065908,651.3640098684664,180.75227073171047,92.08124743065908,0.1373134328358209
4.4875,8.0,6.087227414330218,1.02803738317757,973.0,3.0311526479750777,33.76,-117.4,1.7024727784012896,84.36899212433768,635.7150606656281,118.22727517418197,649.8398669966241,84.36899212433768,0.16888433981576254
4.2599,35.0,6.154166666666667,1.0263888888888888,2304.0,3.2,34.41,-118.9,1.6601120151620552,72.27208675908052,489.806737368307,247.88791751212926,518.5404228442991,72.27208675908052,0.1667795080117355
2.4906,31.0,6.180379746835443,1.1582278481012658,999.0,3.161392405063291,38.16,-121.16,1.2500736412085993,526.4925351918928,118.41344004467504,705.3118686667829,55.20469529765665,55.20469529765665,0.18740399385560677
5.5926,30.0,6.467236467236467,1.0227920227920229,974.0,2.774928774928775,37.92,-122.5,1.8859478078826304,575.7242653333248,17.618260170624946,754.3649175347617,114.55366758494081,17.618260170624946,0.15814977973568284
5.4824,15.0,6.551051051051051,1.0360360360360361,2410.0,3.6186186186186187,34.0,-117.72,1.8690908121643786,48.61005525257655,596.0009410877033,151.94811718601693,611.3929747835492,48.61005525257655,0.1581480632592253
10.3953,8.0,8.225071225071225,1.0,1176.0,3.3504273504273505,33.58,-117.69,2.4332009896876405,73.30408523174574,632.3131675222342,107.98523345151477,652.6754331124068,73.30408523174574,0.12157949428472462
2.4741,31.0,3.414839797639123,1.042158516020236,2231.0,3.7622259696458684,33.91,-118.29,1.2453354526665714,16.37809508298097,568.4016844849757,169.23125349821717,593.5375033703725,16.37809508298097,0.30518518518518517
2.925,46.0,6.194805194805195,1.0454545454545454,429.0,2.7857142857142856,37.75,-122.16,1.3673663512343717,541.6347761629595,22.97025456181222,720.5067796771154,109.25426729190742,22.97025456181222,0.16876310272536688
2.0375,48.0,4.944606413994169,1.154518950437318,1481.0,4.317784256559767,37.79,-122.23,1.1110348086666668,549.054273999346,16.729338762749105,727.8881479139857,109.00030932056802,16.729338762749105,0.23349056603773588
4.9167,34.0,5.963675213675214,1.0576923076923077,1276.0,2.7264957264957266,37.55,-122.01,1.777778861040262,516.2729685358632,43.86416384431559,695.0310283773186,123.26936980547339,43.86416384431559,0.1773557864564672
6.0704,26.0,7.359090909090909,1.018181818181818,706.0,3.209090909090909,37.94,-122.01,1.9559170553943386,549.1471492349932,40.35935473676276,728.4157188825552,84.35790701815013,40.35935473676276,0.13835701050030882
3.5938,44.0,5.047970479704797,1.022140221402214,899.0,3.3173431734317345,33.92,-118.16,1.5247075682735172,16.60250261468714,575.2888728373076,162.93099569383244,598.2865244465692,16.60250261468714,0.20248538011695905
3.3125,27.0,4.149080348499516,1.036786060019361,2863.0,2.771539206195547,34.19,-118.58,1.461517782357478,34.54196101293153,527.3797097120416,210.23924150969515,553.560369638615,34.54196101293153,0.2498833411105926
1.9029,36.0,3.721227621483376,1.0473145780051152,3055.0,3.9066496163682864,34.05,-117.76,1.0657102373255118,44.56356262211345,589.4399580214019,158.44472626676233,604.7233063322149,44.56356262211345,0.28144329896907216
3.0135,47.0,4.206270627062707,1.033003300330033,1388.0,2.2904290429042904,33.79,-118.2,1.3896636785894947,29.43281771031656,583.9816837836237,153.62852084698534,609.2216907235205,29.43281771031656,0.24558650451157313
5.7415,17.0,4.787307032590052,0.9931389365351629,1467.0,2.5162950257289878,33.87,-118.38,1.9082824520919923,23.84269497128806,566.5877235388192,171.19576238802867,593.6324267166993,23.84269497128806,0.20745252597635255
2.3393,48.0,5.148148148148148,1.0509259259259258,583.0,2.699074074074074,37.96,-121.31,1.2057612041851529,514.5946042436757,99.53475905481476,693.8394365591527,70.96855390740522,70.96855390740522,0.204136690647482
15.0001,34.0,8.114173228346457,1.0236220472440944,825.0,3.248031496062992,34.19,-118.19,2.77259497222025,16.100300208871012,550.9789714869721,189.697393428234,570.8198919750689,16.100300208871012,0.12615235322658902
3.5737,30.0,5.685185185185185,1.0488215488215489,1289.0,2.17003367003367,38.53,-121.52,1.5203225053429057,577.9394890285439,115.04079107148594,756.8691632420522,6.15434522243942,6.15434522243942,0.18448326917382293
6.6013,39.0,6.550600343053174,1.0188679245283019,1361.0,2.334476843910806,32.72,-117.24,2.028319285296031,175.00545641423452,732.626472324005,7.396802223117085,756.4623995973427,7.396802223117085,0.15553809897879026
5.7415,37.0,6.424581005586592,1.1340782122905029,511.0,2.8547486033519553,37.13,-121.93,1.9082824520919923,477.650818011634,83.716901166379,655.5190055678636,165.87858212907642,83.716901166379,0.17652173913043478
3.7734,48.0,5.300829875518672,1.1369294605809128,1285.0,2.6659751037344397,37.75,-122.48,1.5630588392473066,560.8103036465377,6.003661094836745,739.1282889247965,126.3909935300173,6.003661094836745,0.21448140900195695
4.0328,16.0,6.844783715012722,1.16793893129771,1253.0,3.188295165394402,33.2,-117.15,1.6159764892736828,138.6845531817804,697.1631351997132,53.86166018932128,714.7975519800522,53.86166018932128,0.17063197026022306
1.9152,44.0,2.7183811129848228,1.0961214165261384,2028.0,3.4198988195615514,34.05,-118.3,1.069938428083502,5.192643903664116,555.9128004223699,182.19167279060542,579.3979928184053,5.192643903664116,0.40322580645161293
6.0115,3.0,5.533980582524272,1.0563106796116506,1024.0,1.9883495145631067,37.98,-122.33,1.9475516581845684,570.6734110691273,24.11815556382223,749.6583193091277,98.96697841001631,24.11815556382223,0.19087719298245615
5.6437,52.0,5.545774647887324,1.0,629.0,2.214788732394366,37.3,-121.9,1.8936690372096228,489.29214920657813,69.89875681275761,667.717911062323,146.87862279841661,69.89875681275761,0.18031746031746032
4.0536,46.0,5.889830508474576,0.9774011299435028,748.0,2.1129943502824857,37.91,-122.29,1.6201008606023537,562.515873617586,18.83572245239223,741.4531024499104,101.99970681960397,18.83572245239223,0.16594724220623502
5.4631,35.0,6.589403973509934,1.0463576158940397,1614.0,3.562913907284768,33.8,-117.97,1.8661090788517585,37.73773046233603,596.8525548296743,142.10367531914562,618.5186571949041,37.73773046233603,0.15879396984924624
2.9926,9.0,5.599353796445881,1.0872374798061388,2356.0,3.8061389337641356,35.65,-120.64,1.3844426477564162,281.72689561589283,284.56505585962555,456.94751588682146,334.66141670970393,281.72689561589283,0.19417195614541255
3.7125,8.0,6.1395348837209305,1.0465116279069768,782.0,2.2732558139534884,39.23,-121.18,1.5502185527741292,632.4453262428765,194.44563864977079,809.3874660302425,77.06048791572115,77.06048791572115,0.17045454545454547
2.9821,46.0,4.398963730569948,0.9922279792746114,726.0,1.8808290155440415,38.55,-121.44,1.3818093183352167,576.2451525055131,121.49025704512232,755.0234082184268,5.892054343938494,5.892054343938494,0.22555948174322735
2.8009,46.0,4.206831119544592,1.032258064516129,1107.0,2.1005692599620494,35.27,-120.66,1.3352378807949394,259.1715595168022,319.82271938602986,429.7353128806674,375.62312081439,259.1715595168022,0.2453766350924673
4.5,34.0,7.366013071895424,1.1666666666666667,715.0,2.3366013071895426,37.93,-122.3,1.7047480922384253,564.7628377549131,20.182487600310676,743.7159362358329,100.9825946538143,20.182487600310676,0.15838509316770188
1.6267,23.0,4.263586956521739,1.125,1031.0,2.801630434782609,38.42,-122.71,0.9657283054764861,629.3741877280398,76.10576755189884,808.4704950902125,107.2973113190656,76.10576755189884,0.2638623326959847
7.4001,25.0,5.900166389351082,0.9717138103161398,1530.0,2.545757071547421,34.06,-118.62,2.1282436105403115,34.677031850711856,536.2621001168211,201.71390125793224,564.808512576167,34.677031850711856,0.164692611393119
1.8958,39.0,5.014409221902017,1.0115273775216138,1098.0,3.164265129682997,36.74,-119.75,1.0632614113651842,328.566413451886,262.7700584041005,506.11942718091296,255.94098432632893,255.94098432632893,0.20172413793103447
5.9145,35.0,4.849056603773585,0.9371069182389937,1164.0,3.660377358490566,37.4,-122.0,1.9336206559225761,503.44296301014174,55.70856383101069,681.9012490038557,138.65695973719664,55.70856383101069,0.1932555123216602
2.8393,18.0,5.121165644171779,1.0797546012269938,1727.0,2.6487730061349692,33.38,-117.23,1.3452900583158236,119.90525292849222,677.3142578052439,74.14540901947176,693.8930795752932,74.14540901947176,0.21084156933213535
11.5199,3.0,7.682926829268292,0.9349593495934959,337.0,2.7398373983739837,33.69,-118.01,2.527319378419607,45.69014180499103,603.7596878378703,134.07013069325234,627.3741520703945,45.69014180499103,0.1216931216931217
1.6395,20.0,4.920792079207921,1.188118811881188,1135.0,3.745874587458746,33.49,-114.68,0.9705895052815339,335.2618042421008,845.8247962284252,246.61524654968707,833.7798683537994,246.61524654968707,0.2414486921529175
4.9688,36.0,5.456852791878172,1.0,509.0,2.583756345177665,33.92,-118.37,1.7865459021751675,18.753433645169192,562.850273726354,174.7829415286878,589.1163876759393,18.753433645169192,0.1832558139534884
3.5465,35.0,4.482861400894188,1.0044709388971684,1584.0,2.360655737704918,33.84,-118.13,1.5143577061838305,25.82149488271375,583.8562615966148,154.08137980885604,607.4124845401632,25.82149488271375,0.22406914893617022
4.069,28.0,5.247349823321555,0.9717314487632509,820.0,2.8975265017667846,32.69,-117.07,1.6231435594902124,186.6035243539566,745.1944603505468,8.990383103792384,767.2457500123369,8.990383103792384,0.1851851851851852
4.566,18.0,7.236323851203501,1.1969365426695842,1738.0,3.8030634573304156,33.99,-117.43,1.716676663103699,75.31016815927418,615.58811624408,143.87980628836715,627.0421147217994,75.31016815927418,0.16540671303296037
2.32,23.0,4.206989247311828,1.0470430107526882,2472.0,3.3225806451612905,32.74,-117.09,1.199964782928397,180.99631120381426,739.7048759942479,7.178796030592041,761.498968109575,7.178796030592041,0.2488817891373802
4.3333,42.0,4.607565011820331,0.9976359338061466,1184.0,2.7990543735224587,33.91,-118.36,1.6739701835521403,19.105222009546345,564.2951984240633,173.3380620622088,590.5287404800196,19.105222009546345,0.21652129297075426
1.6325,39.0,4.272388059701493,1.0055970149253732,1685.0,3.1436567164179103,36.73,-119.75,0.9679339650259935,327.55891851489514,263.2728356305575,505.14355746370296,256.83757762661793,256.83757762661793,0.2353711790393013
5.6889,33.0,7.150313152400835,1.0668058455114822,1528.0,3.1899791231732775,32.66,-117.06,1.9004494361067445,189.8681935040428,748.3734865237417,11.30831653928899,770.6012351454302,11.30831653928899,0.1491970802919708
5.097,33.0,5.664179104477612,1.126865671641791,831.0,3.1007462686567164,37.61,-122.03,1.807796846925679,522.4059245129819,38.86070060948435,701.2401154823186,117.76491851380241,38.86070060948435,0.19894598155467721
5.2421,40.0,5.330935251798561,0.988009592326139,1050.0,2.5179856115107913,37.43,-122.2,1.8313166642265086,518.1282875960355,42.94630321687052,696.2271971257176,142.19311301117045,42.94630321687052,0.18533513270355376
5.0434,26.0,5.549822064056939,1.0,1459.0,2.596085409252669,34.43,-119.74,1.798966767477407,143.81398194761206,442.98620279585276,305.62798008628306,487.51128865538783,143.81398194761206,0.18018595703751203
3.6486,25.0,3.699513381995134,1.0723844282238444,2616.0,1.5912408759124088,34.16,-118.34,1.5365660989981897,14.909551498037384,544.2600086026903,194.31082244067278,566.9055552161965,14.909551498037384,0.2898717527129234
5.2333,34.0,4.868020304568528,1.16751269035533,384.0,1.9492385786802031,33.6,-117.96,1.82990588758455,56.70160938883455,614.410554725225,123.28476025979226,638.3729256994184,56.70160938883455,0.23983315954118872
2.5101,15.0,4.148063781321184,1.1753986332574031,1385.0,3.154897494305239,32.75,-117.08,1.2556445271004313,180.65100055447223,739.4387485200472,8.490697772348806,761.010233201356,8.490697772348806,0.2833607907742998
2.3713,18.0,3.526605504587156,1.0293577981651376,1096.0,2.0110091743119267,37.35,-121.94,1.2152984266558506,495.760539150119,63.38593303992943,674.2236190217333,142.40929576744216,63.38593303992943,0.2918834547346514
3.8897,52.0,5.564432989690721,1.092783505154639,824.0,2.1237113402061856,37.88,-122.29,1.5871309519115595,560.0229725426486,16.30152726229523,738.9148305036161,104.47620831292706,16.30152726229523,0.19638721630384437
6.8112,25.0,7.076693227091633,1.0079681274900398,2519.0,2.508964143426295,33.98,-118.38,2.055558601216504,14.908623732520716,557.1109730254356,180.5022876980372,582.7762790784328,14.908623732520716,0.14243490499648134
5.5486,34.0,5.352697095435684,0.9128630705394191,867.0,3.5975103734439835,33.82,-117.98,1.8792512863433983,35.474844248222944,594.5679874693731,144.47853523740957,616.1293462071344,35.474844248222944,0.17054263565891473
4.0714,21.0,6.414583333333334,1.0604166666666666,1431.0,2.98125,33.89,-117.82,1.62361691360737,43.033766765469714,598.6046360666157,144.2203183029332,616.9162580428704,43.033766765469714,0.16531341344592398
2.4044,34.0,5.478632478632479,1.0797720797720798,1101.0,3.1367521367521367,35.5,-119.28,1.225068712620669,186.74695783137352,377.3828641039327,365.9098160958182,394.9894661107028,186.74695783137352,0.19708788351534062
2.0329,52.0,3.5843373493975905,1.2048192771084338,1270.0,3.825301204819277,37.76,-122.42,1.109519257506784,557.9562630621148,1.6576436125786613,736.4118967640901,122.03690345077284,1.6576436125786613,0.33613445378151263
1.9423,21.0,4.900452488687783,1.004524886877828,2611.0,3.93815987933635,38.51,-121.42,1.0791915884285057,571.5337657698001,119.66490618012722,750.3310534411964,10.259212324802604,10.259212324802604,0.20498614958448752
2.3,30.0,3.65,1.025,164.0,4.1,36.32,-121.26,1.1939224684724346,372.42111147056744,191.72306473418482,549.109154417187,252.32796038969187,191.72306473418482,0.28082191780821913
1.8981,31.0,3.3230641132389676,1.0915903413821815,2305.0,1.9192339716902582,37.81,-122.41,1.0640553498593988,561.3930256435813,3.989385730233158,739.971469678393,117.31586255396742,3.989385730233158,0.32848910047607116
2.5583,31.0,4.606334841628959,1.1334841628959276,1263.0,2.8574660633484164,32.75,-117.07,1.2692829027212027,181.20756517957997,740.0330604620643,9.335850533049006,761.4828170786777,9.335850533049006,0.24607072691552065
3.4063,39.0,4.726943942133816,1.0289330922242315,1665.0,3.0108499095840866,34.04,-118.38,1.4830353350317895,12.631020270573575,551.9873815647087,185.72156161468564,576.8778778373396,12.631020270573575,0.21767406273909715
2.6181,24.0,4.86144578313253,1.0481927710843373,585.0,3.5240963855421685,37.78,-121.43,1.2859490261710156,504.0564178660686,86.9578749523013,683.4594880102296,89.3114079579775,86.9578749523013,0.21561338289962823
3.7885,21.0,4.75,1.0555555555555556,1173.0,2.7152777777777777,33.82,-118.02,1.5662172099795368,33.05356984849847,592.147934005339,146.47217901172834,614.3032500177925,33.05356984849847,0.22222222222222224
2.5833,30.0,4.546719681908549,1.0556660039761432,1796.0,3.570576540755467,34.1,-117.48,1.2762841635367137,70.5387417698652,603.7500819657115,156.74721250596792,614.3514806244455,70.5387417698652,0.23218189768255357
2.7202,31.0,4.684466019417476,1.0533980582524272,599.0,2.907766990291262,33.99,-118.1,1.3137774302807135,14.940883953339297,573.0554526238253,166.37851310792536,594.2221986737411,14.940883953339297,0.2248704663212435
4.625,31.0,5.7696969696969695,1.0151515151515151,2430.0,3.6818181818181817,33.94,-118.04,1.7272209480904839,22.54548848106201,580.8860983517278,158.7456861004389,601.7995269087678,22.54548848106201,0.17594537815126052
6.6772,13.0,7.37707182320442,1.0676795580110496,2288.0,3.160220994475138,34.68,-118.17,2.038254897349586,70.13515503258685,513.4211236685773,237.52198794873328,525.467795914871,70.13515503258685,0.14472945141359295
2.3583,26.0,4.881987577639752,1.0434782608695652,494.0,3.0683229813664594,39.23,-123.2,1.2114348935570656,725.6954311711801,175.47792019202012,905.0425062593112,164.25048995439417,164.25048995439417,0.21374045801526717
3.7697,13.0,5.528662420382165,0.9968152866242038,993.0,3.162420382165605,36.79,-119.69,1.5622834098406362,331.4276994816878,265.1373307942189,508.49601062703204,254.7399239216347,254.7399239216347,0.18029953917050692
5.9441,15.0,6.87719298245614,0.9707602339181286,485.0,2.8362573099415203,38.36,-122.01,1.9378923781760158,586.0749055280278,74.27837881246454,765.4838242953688,51.2052448791648,51.2052448791648,0.141156462585034
4.1477,38.0,5.530373831775701,1.1214953271028036,891.0,2.0817757009345796,32.83,-117.31,1.638550012977548,161.16579491090397,718.9830813176213,18.85046202041717,742.593174079663,18.85046202041717,0.20278833967046894
2.59,21.0,5.840764331210191,1.0222929936305734,1120.0,3.56687898089172,36.71,-119.52,1.2781522025001875,317.36809316901196,282.63590043816333,493.6663510882429,271.14699312917577,271.14699312917577,0.17502726281352238
2.7712,29.0,3.6916129032258063,1.0529032258064517,1715.0,2.2129032258064516,33.98,-118.36,1.3273932531997297,13.392210551416444,558.288361150206,179.3430041157026,583.6358151174733,13.392210551416444,0.28521495980426426
3.3958,12.0,5.3202416918429005,1.0317220543806647,1780.0,2.688821752265861,35.32,-120.82,1.4806495396010362,274.5059487136729,308.0881331854861,444.43334922012025,367.5877368389293,274.5059487136729,0.19392390687109595
9.5268,13.0,7.139275766016713,0.9902506963788301,2429.0,3.383008356545961,33.67,-118.07,2.3539243863236288,45.42438741376705,601.9239752630714,135.6925492678066,626.6644979432477,45.42438741376705,0.1387046429964885
1.125,26.0,3.7943396226415094,1.0509433962264152,855.0,1.6132075471698113,38.45,-122.7,0.7537718023763802,631.3339476902494,78.97975806201184,810.4708680164973,105.90578453560049,78.97975806201184,0.27697662854301347
3.4125,30.0,4.489010989010989,1.0247252747252746,771.0,2.118131868131868,33.65,-117.9,1.484441422259415,54.84054916934168,613.7237860550293,124.58406908468632,636.2196664464398,54.84054916934168,0.22827417380660953
5.979,19.0,6.860557768924303,1.0225763612217795,2374.0,3.152722443559097,33.91,-118.0,1.9429056400350146,27.476098238584722,585.8303533053411,153.98742113694584,606.5343328233124,27.476098238584722,0.14905149051490515
8.0095,52.0,6.252577319587629,1.0,503.0,2.5927835051546393,34.06,-118.39,2.198279576184732,13.505595667824439,549.692715429001,188.043592581279,574.4818791992483,13.505595667824439,0.15993404781533388
3.3208,47.0,4.318295739348371,0.974937343358396,1216.0,3.0476190476190474,37.72,-122.46,1.4634405702965443,557.1920941122336,7.071699216733859,735.4788124782095,127.70045676388982,7.071699216733859,0.2257690075449797
2.325,52.0,4.4731457800511505,1.0792838874680306,837.0,2.1406649616368285,39.22,-121.06,1.2014696741078175,627.0822283892121,199.53324894106277,803.6443844303544,80.32544842461255,80.32544842461255,0.2412807318467696
5.5291,52.0,5.937984496124031,1.049095607235142,1203.0,3.108527131782946,34.14,-118.22,1.8762691083684102,10.003846791688154,553.2481395716068,186.38080758771443,574.255833732322,10.003846791688154,0.17667536988685814
4.0353,47.0,5.497797356828194,1.0881057268722467,1201.0,2.645374449339207,37.78,-122.51,1.616473107315097,565.0409737092016,7.982824978070887,743.3700793058421,125.79542493802398,7.982824978070887,0.19791666666666666
7.5992,15.0,7.634854771784233,0.975103734439834,855.0,3.5477178423236513,32.91,-117.11,2.151669175676717,164.8788741510552,723.9754685799883,22.126647362776175,744.2679089452392,22.126647362776175,0.1277173913043478
6.7769,12.0,7.863247863247863,1.0854700854700854,580.0,2.4786324786324787,33.04,-117.05,2.0511578012014358,157.81308735480766,716.6641088259687,37.52334979206429,734.8244570222672,37.52334979206429,0.13804347826086957
2.9318,26.0,5.40669014084507,1.0827464788732395,2156.0,3.795774647887324,32.68,-117.08,1.3690973362913692,186.9726023822208,745.4670178804091,8.564393163864416,767.7388299959069,8.564393163864416,0.20026050146532076
2.3906,27.0,5.27027027027027,1.0225225225225225,660.0,2.972972972972973,37.59,-120.69,1.2210068968817156,450.9526993106572,153.56887125933144,629.7046643814308,130.81825203645252,130.81825203645252,0.19401709401709402
1.9805,16.0,3.9773013871374525,1.0844892812105926,1837.0,2.3165195460277426,38.66,-121.34,1.0920910716778442,582.480234118076,136.30079682169006,760.9077789824734,15.997614193771335,15.997614193771335,0.2726696258719087
7.316,13.0,6.694096601073345,0.9928443649373881,1590.0,2.8443649373881934,37.69,-121.92,2.1181813699957663,522.7294736500919,44.92111617978333,701.8337162619714,105.89850662542786,44.92111617978333,0.14831640833778728
4.6635,35.0,5.193333333333333,0.9533333333333334,371.0,2.473333333333333,34.25,-118.27,1.7340420756586312,22.127104952089425,541.0919813047125,199.20196620369364,561.3585096149495,22.127104952089425,0.18356867779204109
4.7917,36.0,5.970223325062035,1.0818858560794045,1189.0,2.9503722084367245,37.57,-122.3,1.7564258581618672,535.4147826920617,25.09056069371835,713.6629626481766,132.7588862499922,25.09056069371835,0.18121363258520365
5.193,8.0,6.255813953488372,0.9900332225913622,999.0,3.318936877076412,37.81,-121.21,1.8234196219559238,495.8386972481388,106.3411317567294,675.1083845667995,89.324992612075,89.324992612075,0.15825809877854488
2.2917,37.0,3.727699530516432,0.9859154929577465,814.0,3.8215962441314555,33.97,-118.25,1.1914041486500808,9.15865025808305,565.6690526320814,172.28656469709193,589.4141761787657,9.15865025808305,0.26448362720403024
1.7179,5.0,3.796833773087071,1.0356200527704484,1727.0,2.278364116094987,32.74,-117.04,0.9998595232934725,183.78080515559807,742.6764960780766,11.645795255384067,763.8630557361629,11.645795255384067,0.2727588603196664
0.8952,9.0,4.0,1.1403508771929824,438.0,3.8421052631578947,33.94,-118.28,0.6393243738624387,12.917086882160408,566.4315994791781,171.28486931681738,591.030619622675,12.917086882160408,0.2850877192982456
7.6107,33.0,7.554166666666666,1.0458333333333334,1348.0,2.808333333333333,37.88,-122.17,2.1530056159479156,553.070007233031,24.827008386673743,732.1181721589907,97.81829722964562,24.827008386673743,0.1384445670159956
1.15,52.0,4.88,1.04,62.0,2.48,38.05,-121.3,0.7654678421395714,522.5132921521079,102.85516360358186,701.6684100044672,61.49618782993911,61.49618782993911,0.21311475409836067
5.4364,34.0,5.456834532374101,1.0035971223021583,2208.0,2.647482014388489,37.61,-122.47,1.861969377602858,549.1165917693138,18.868834658154945,727.0979633861059,137.69523813831466,18.868834658154945,0.18391562294001318
4.5,18.0,6.142857142857143,1.0729483282674772,912.0,2.7720364741641337,38.46,-122.91,1.7047480922384253,644.2257212066746,87.43738022686055,823.1525430625519,123.89161592151697,87.43738022686055,0.17466600692726372
6.5372,52.0,7.166666666666667,1.1124031007751938,695.0,2.693798449612403,37.75,-122.46,2.0198507602661984,559.5876684354364,4.51703484316588,737.9447753070162,125.20560185398811,4.51703484316588,0.1552190373174689
2.2122,30.0,3.478313253012048,1.0433734939759036,2806.0,3.3807228915662653,33.97,-118.18,1.1669560606466598,10.86356426534854,569.8721706720761,168.5515937602036,592.5306261254013,10.86356426534854,0.2999653619674402
3.5647,33.0,5.423357664233577,1.0583941605839415,781.0,2.8503649635036497,38.22,-122.49,1.518352794472333,599.9985670062501,49.877992964661594,779.0983040616132,95.62194305316417,49.877992964661594,0.19515477792732164
2.4028,19.0,4.3478260869565215,0.9173913043478261,572.0,2.4869565217391303,34.1,-117.39,1.2245986221195921,78.80677590752954,609.7349068941182,155.3864546505259,619.0962186977042,78.80677590752954,0.21100000000000002
